Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age,Kilometers_Per_Year
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,0,0,1,20.46,1461.0,83.8,5.0,5.95,9,3333.3333333333335
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,1,0,2,15.29,1591.0,121.3,5.0,8.15,8,3382.125
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,1,1,1,20.51,998.0,88.8,5.0,4.22,7,1214.2857142857142
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,1,1,1,11.74,1796.0,88.8,5.0,10.5,13,2346.153846153846
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,0,1,1,11.8,2967.0,246.7,5.0,45.0,11,5090.909090909091
217,Hyundai i10 Magna 1.1,Pune,2012,44000,1,0,2,19.81,1086.0,68.05,5.0,2.9,11,4000.0
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,1,1,1,14.3,1598.0,103.52,5.0,8.9,6,1750.0
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,1,1,1,14.67,1798.0,177.46,5.0,26.0,6,4333.333333333333
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,1,0,1,17.19,1197.0,81.86,5.0,8.22,5,5033.2
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,0,0,2,25.8,1498.0,98.6,5.0,3.5,9,7111.111111111111
222,Maruti Wagon R LXI,Chennai,2004,61000,1,0,2,18.9,998.0,67.1,5.0,1.25,19,3210.5263157894738
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,0,0,1,21.03,1461.0,88.8,5.0,3.7,10,10700.0
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,0,1,1,19.27,2143.0,167.62,5.0,39.41,5,5832.2
225,Maruti Wagon R VXI,Kolkata,2013,32000,1,0,1,22.5,998.0,67.04,5.0,2.65,10,3200.0
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,0,0,2,19.01,1461.0,108.5,5.0,8.92,8,5771.625
228,Mini Cooper Convertible S,Kochi,2017,26327,1,1,1,16.82,1998.0,189.08,4.0,35.67,6,4387.833333333333
229,Ford Figo Diesel,Bangalore,2015,70436,0,0,1,0.0,1498.0,88.8,5.0,3.6,8,8804.5
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,0,0,2,17.2,1396.0,53.5,5.0,0.85,16,12500.0
231,Chevrolet Beat LT,Kochi,2016,60813,1,0,2,18.6,1199.0,76.8,5.0,3.32,7,8687.57142857143
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,0,0,1,22.07,1199.0,73.9,5.0,3.6,11,4090.909090909091
233,Maruti Swift ZDi,Hyderabad,2016,64000,0,0,1,22.9,1248.0,88.8,5.0,6.8,7,9142.857142857143
234,Ford Figo Diesel EXI,Kolkata,2012,41284,0,0,1,20.0,1399.0,68.05,5.0,2.5,11,3753.090909090909
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,0,1,1,11.36,2755.0,171.5,7.0,19.64,4,3541.25
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,0,1,2,11.72,2199.0,194.3,7.0,7.0,12,5583.333333333333
237,Honda City i-VTEC V,Kolkata,2011,32572,1,0,1,17.4,1497.0,117.3,5.0,3.87,12,2714.3333333333335
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,1,0,1,18.6,1197.0,81.83,5.0,6.27,5,2992.0
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,0,1,1,19.27,2143.0,167.62,5.0,18.12,8,6997.5
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,0,0,1,25.44,936.0,57.6,5.0,2.65,10,7400.0
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,0,0,1,22.54,1396.0,88.73,5.0,7.2,8,7105.875
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,0,0,1,12.99,2494.0,100.6,7.0,14.3,8,15171.75
243,Maruti Ertiga VDI,Chennai,2013,52000,0,0,1,20.77,1248.0,88.76,7.0,6.9,10,5200.0
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,0,0,1,12.8,2494.0,88.8,7.0,10.75,9,13111.111111111111
246,Honda City i VTEC V,Kochi,2016,33915,1,0,1,17.8,1497.0,117.3,5.0,8.09,7,4845.0
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,0,1,1,17.05,1995.0,88.8,5.0,18.5,9,9111.333333333334
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,0,0,1,24.0,1120.0,88.8,5.0,4.75,6,5500.0
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,0,0,1,28.09,1248.0,88.5,5.0,8.45,7,4857.142857142857
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,0,0,1,20.5,1598.0,103.6,5.0,3.5,11,5000.0
251,Hyundai Accent CRDi,Kochi,2006,160538,0,0,1,13.1,1493.0,88.8,5.0,1.8,17,9443.411764705883
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,0,0,2,19.91,1498.0,103.6,5.0,3.7,9,6666.666666666667
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,1,0,1,18.7,1199.0,88.7,5.0,7.17,6,8262.5
254,Hyundai i10 Era,Jaipur,2010,83000,1,0,1,19.81,1086.0,68.05,5.0,1.75,13,6384.615384615385
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,0,1,1,16.38,1995.0,88.8,5.0,21.99,5,10269.2
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,0,0,1,13.68,2393.0,147.8,7.0,18.65,6,7166.666666666667
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,1,0,3,19.7,796.0,88.8,5.0,1.85,12,2916.6666666666665
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,1,0,2,20.4,1197.0,81.8,5.0,5.95,6,4645.333333333333
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,1,0,1,18.9,1197.0,88.8,5.0,3.75,9,1834.888888888889
260,Maruti Swift VDI,Pune,2012,120000,0,0,1,22.9,1248.0,88.8,5.0,3.75,11,10909.09090909091
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,0,0,1,22.0,1582.0,126.2,5.0,2.6,15,9551.666666666666
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,1,0,1,17.0,1197.0,88.8,5.0,2.8,13,4000.0
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,0,1,1,11.57,2987.0,254.79,5.0,61.29,6,4969.833333333333
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,0,0,2,15.8,2148.0,88.8,5.0,18.0,9,6333.333333333333
266,Maruti Ritz ZDi,Hyderabad,2014,88500,0,0,1,23.2,1248.0,73.94,5.0,4.35,9,9833.333333333334
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,0,0,1,19.67,1582.0,126.2,5.0,13.75,7,4000.0
268,Maruti A-Star Vxi,Pune,2010,67000,1,0,1,19.0,998.0,66.1,5.0,2.0,13,5153.846153846154
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,0,0,1,19.64,1461.0,108.45,5.0,10.0,7,3714.285714285714
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,0,0,1,17.8,1248.0,88.8,5.0,1.65,13,9230.76923076923
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,0,1,1,16.55,2993.0,88.8,5.0,45.77,6,8663.666666666666
272,Hyundai i10 Sportz,Bangalore,2010,36000,1,0,2,20.36,1197.0,78.9,5.0,3.25,13,2769.230769230769
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,0,0,1,12.8,2494.0,88.8,7.0,12.8,7,6714.285714285715
274,Maruti Zen VXI BSII,Mumbai,2002,60000,1,0,3,17.3,993.0,88.8,5.0,0.55,21,2857.1428571428573
275,Maruti Swift VDI,Hyderabad,2018,31025,0,0,1,28.4,1248.0,88.8,5.0,7.15,5,6205.0
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,0,0,2,12.05,2179.0,88.8,8.0,7.0,10,10500.0
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,0,0,1,22.95,1248.0,88.8,5.0,3.75,6,20316.666666666668
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,1,0,1,18.88,999.0,123.24,5.0,8.5,6,3782.5
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,0,0,1,23.4,1248.0,88.8,5.0,4.35,11,6636.363636363636
280,Maruti Alto 800 LXI,Kochi,2016,32227,1,0,1,22.74,796.0,47.3,5.0,3.26,7,4603.857142857143
281,Honda City 1.5 S MT,Jaipur,2011,55000,1,0,1,17.0,1497.0,88.8,5.0,4.21,12,4583.333333333333
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,0,1,1,12.07,2967.0,241.4,7.0,70.36,5,2257.4
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,0,1,2,17.0,1896.0,88.8,5.0,2.95,14,3428.5714285714284
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,1,0,1,17.1,1591.0,121.3,5.0,4.28,11,4937.090909090909
285,Honda City 1.5 V AT,Jaipur,2009,78442,1,1,1,16.8,1497.0,88.8,5.0,3.57,14,5603.0
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,0,0,1,21.9,1396.0,88.8,5.0,3.11,10,4600.0
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,1,1,1,15.0,1396.0,98.6,5.0,5.96,9,5005.666666666667
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,0,0,1,20.54,1598.0,103.6,5.0,4.7,12,5750.0
289,Honda City i VTEC VX,Ahmedabad,2014,49000,1,0,1,17.4,1497.0,117.3,5.0,6.9,9,5444.444444444444
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,0,0,1,22.95,1248.0,88.8,5.0,5.25,5,9000.0
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,0,1,1,18.48,1995.0,88.8,5.0,28.0,8,8000.0
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,1,0,1,18.9,1061.0,88.8,5.0,1.35,14,4285.714285714285
293,Honda Jazz VX,Delhi,2015,62178,1,0,1,18.2,1199.0,88.7,5.0,4.85,8,7772.25
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,0,0,1,15.0,1896.0,88.8,5.0,6.7,11,5273.272727272727
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,1,0,1,20.36,1197.0,78.9,5.0,3.1,13,5692.307692307692
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,0,1,1,19.27,2143.0,88.8,5.0,18.64,8,9721.375
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,1,0,1,20.36,1197.0,78.9,5.0,2.8,11,4115.909090909091
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,0,0,1,13.68,2393.0,147.8,7.0,20.25,7,6857.142857142857
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,0,1,1,17.68,1968.0,174.33,5.0,26.78,8,3956.5
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,0,0,2,12.99,2494.0,100.6,7.0,8.26,13,8384.615384615385
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,1,0,1,16.47,1198.0,73.9,5.0,3.89,8,3997.25
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,1,0,1,20.92,998.0,67.1,5.0,2.1,12,5833.333333333333
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,1,1,1,18.0,1497.0,117.3,5.0,12.69,6,2500.0
304,Tata Indigo LX,Coimbatore,2013,59138,0,0,1,17.0,1405.0,88.8,5.0,2.58,10,5913.8
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,0,1,1,17.68,1968.0,174.33,5.0,20.77,9,6858.444444444444
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,0,1,1,17.9,2143.0,88.8,5.0,20.26,8,6000.0
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,1,1,1,23.1,998.0,67.04,5.0,4.25,9,8646.111111111111
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,0,1,1,17.9,2143.0,201.15,5.0,57.0,6,4833.333333333333
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,0,1,1,12.7,2179.0,187.7,5.0,44.0,6,7333.333333333333
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,0,0,1,20.54,1598.0,103.6,5.0,3.65,12,9052.166666666666
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,1,0,1,14.0,796.0,88.8,5.0,2.05,11,6526.454545454545
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,1,0,1,18.5,1198.0,86.8,5.0,3.13,11,8357.363636363636
315,Tata Sumo Delux,Hyderabad,2000,158000,0,0,2,14.07,2956.0,83.1,7.0,1.5,23,6869.565217391304
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,0,0,1,18.0,1248.0,88.8,5.0,2.85,11,8289.363636363636
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,1,0,1,18.9,998.0,67.1,5.0,2.65,11,5909.090909090909
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,0,0,1,16.0,2179.0,88.8,7.0,10.6,8,11053.5
319,Tata Indigo LS Dicor,Pune,2008,138000,0,0,2,17.1,1396.0,88.8,5.0,1.25,15,9200.0
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,1,0,1,16.02,1373.0,93.7,7.0,8.25,5,3600.0
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,1,1,1,11.7,2354.0,177.6,5.0,4.45,12,5000.0
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,0,0,1,19.3,1248.0,73.9,5.0,3.7,11,4363.636363636364
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,0,0,1,17.8,1399.0,88.8,5.0,2.8,14,11428.57142857143
324,Honda City ZX GXi,Kolkata,2008,40000,1,0,1,17.7,1497.0,88.8,5.0,1.8,15,2666.6666666666665
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,0,1,1,17.68,1968.0,174.33,5.0,21.95,9,5721.666666666667
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,0,1,1,9.52,2993.0,88.8,4.0,49.0,12,2500.0
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,0,1,1,14.75,2967.0,88.8,7.0,62.67,6,16238.333333333334
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,0,0,1,23.0,1396.0,88.8,5.0,5.5,11,7545.454545454545
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,1,1,3,16.95,1197.0,78.9,5.0,2.95,14,2642.8571428571427
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,1,1,1,19.0,1199.0,88.7,5.0,6.86,7,4071.8571428571427
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,0,0,1,25.2,1248.0,88.8,5.0,6.15,8,9562.0
333,Hyundai i20 Asta 1.2,Pune,2011,79152,1,0,2,18.5,1197.0,82.85,5.0,3.3,12,6596.0
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,1,0,1,16.47,1198.0,73.9,5.0,2.55,12,2666.6666666666665
335,Maruti Alto LXi,Ahmedabad,2009,35000,1,0,1,19.7,796.0,46.3,5.0,1.5,14,2500.0
336,Toyota Corolla H4,Chennai,2004,105000,1,1,2,11.3,1794.0,88.8,5.0,2.5,19,5526.315789473684
337,Maruti Alto LXi,Chennai,2006,56000,1,0,2,19.7,796.0,46.3,5.0,1.4,17,3294.1176470588234
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,0,0,1,21.12,1248.0,88.8,5.0,3.4,11,6636.363636363636
339,Maruti Alto LXi,Pune,2012,38000,1,0,1,19.7,796.0,46.3,5.0,2.25,11,3454.5454545454545
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,0,1,1,19.3,1968.0,88.8,5.0,7.5,10,77500.0
341,Toyota Corolla H4,Kolkata,2008,80000,1,1,1,11.3,1794.0,88.8,5.0,2.8,15,5333.333333333333
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,1,0,1,18.6,1197.0,81.83,5.0,7.66,7,3567.5714285714284
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,0,0,1,24.3,1248.0,88.5,5.0,7.15,7,6428.571428571428
344,Honda City 1.5 V MT,Delhi,2010,87430,1,0,1,17.0,1497.0,88.8,5.0,3.5,13,6725.384615384615
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,0,0,2,18.0,1248.0,88.8,5.0,3.5,9,14882.666666666666
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,0,0,1,25.8,1498.0,98.6,5.0,3.45,10,5700.0
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,1,0,1,21.1,814.0,55.2,5.0,3.55,7,3986.285714285714
348,BMW 3 Series Luxury Line,Kochi,2015,30717,0,1,2,21.76,1995.0,88.8,5.0,25.99,8,3839.625
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,0,0,1,22.32,1582.0,126.32,5.0,5.25,11,7272.727272727273
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,0,0,1,21.02,1248.0,88.8,5.0,2.9,10,4730.4
351,Skoda Octavia RS,Jaipur,2005,100000,1,1,1,14.45,1984.0,88.8,5.0,2.05,18,5555.555555555556
352,Maruti Alto K10 VXI,Pune,2017,30000,1,0,1,24.07,998.0,67.1,5.0,3.75,6,5000.0
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,0,0,1,22.7,1498.0,89.84,5.0,6.75,9,7555.555555555556
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,1,0,2,18.0,995.0,88.8,5.0,0.95,12,1750.0
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,0,1,1,19.33,1999.0,88.8,5.0,52.0,6,3500.0
356,Honda CR-V RVi MT,Jaipur,2007,119000,1,0,3,13.1,1997.0,141.1,5.0,3.91,16,7437.5
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,1,1,1,14.67,1798.0,177.46,5.0,27.3,4,3436.75
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,1,0,1,20.36,1197.0,78.9,5.0,2.7,14,44285.71428571428
359,Maruti Swift LDI,Delhi,2013,70000,0,0,1,22.9,1248.0,88.8,5.0,3.5,10,7000.0
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,1,1,1,18.5,1197.0,83.14,5.0,6.2,7,2571.4285714285716
361,Nissan Micra Diesel XV,Chennai,2011,83000,0,0,1,23.08,1461.0,63.1,5.0,2.75,12,6916.666666666667
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,0,0,1,23.4,1248.0,88.8,5.0,3.25,8,16250.0
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,0,0,1,17.8,1399.0,88.8,5.0,3.25,11,5763.636363636364
364,Maruti Zen LX,Kolkata,2003,65000,1,0,1,17.3,993.0,88.8,5.0,0.65,20,3250.0
365,Mini Clubman Cooper S,Pune,2017,8350,1,0,1,13.8,1998.0,88.8,5.0,35.0,6,1391.6666666666667
366,Toyota Etios GD,Kolkata,2014,45000,0,0,1,23.59,1364.0,67.05,5.0,3.25,9,5000.0
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,1,0,1,24.7,796.0,47.3,5.0,2.9,5,5240.0
368,Maruti Alto VXi,Bangalore,2011,11000,1,0,3,18.9,796.0,88.8,5.0,2.9,12,916.6666666666666
369,BMW X5 3.0d,Bangalore,2009,90000,0,1,2,11.0,2993.0,88.8,5.0,17.75,14,6428.571428571428
370,Nissan Teana XV,Mumbai,2015,74000,1,1,2,11.07,2496.0,179.5,5.0,8.25,8,9250.0
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,1,1,1,18.9,1197.0,88.8,5.0,5.77,8,4635.125
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,0,0,1,24.3,1248.0,88.5,5.0,9.49,6,6500.0
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,0,1,3,12.07,2967.0,241.4,7.0,12.95,15,6600.0
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,0,1,1,17.9,2143.0,88.8,5.0,20.0,8,4750.0
375,Maruti 800 AC,Chennai,2007,72000,1,0,3,16.1,796.0,88.8,4.0,1.0,16,4500.0
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,0,0,2,20.45,1461.0,83.8,5.0,7.1,8,11625.0
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,0,0,1,21.43,1364.0,87.2,5.0,16.5,6,983.3333333333334
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,0,0,1,15.8,2148.0,88.8,5.0,26.0,9,2777.777777777778
379,Maruti Ritz VDi,Hyderabad,2010,68000,0,0,2,21.1,1248.0,73.9,5.0,3.2,13,5230.7692307692305
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,1,1,1,16.0,1497.0,117.3,7.0,9.48,6,5946.0
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,0,0,1,24.4,1120.0,88.8,5.0,4.0,8,9288.75
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,0,1,1,14.21,2143.0,88.8,5.0,26.5,9,6596.0
383,Mercedes-Benz B Class B180,Kochi,2014,41380,1,1,2,14.8,1595.0,120.7,5.0,11.77,9,4597.777777777777
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,0,1,1,15.0,2143.0,88.8,5.0,37.0,6,5650.0
385,Honda City i VTEC VX Option,Mumbai,2016,28000,1,0,1,17.8,1497.0,117.3,5.0,8.75,7,4000.0
387,Honda City 1.5 S MT,Chennai,2011,93982,1,0,1,17.0,1497.0,88.8,5.0,3.75,12,7831.833333333333
388,Hyundai Verna Transform VTVT,Pune,2010,95000,1,0,1,16.2,1599.0,103.2,5.0,2.5,13,7307.692307692308
389,Jaguar XE Portfolio,Mumbai,2017,9000,1,1,1,13.5,1999.0,246.74,5.0,34.5,6,1500.0
390,Honda Amaze S i-Vtech,Delhi,2015,52516,1,0,1,18.0,1198.0,86.7,5.0,4.65,8,6564.5
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,1,1,1,18.86,1598.0,88.8,4.0,32.0,8,2500.0
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,0,1,1,13.5,2987.0,88.8,5.0,62.81,6,9408.5
393,Hyundai EON Magna Plus,Chennai,2014,37000,1,0,1,21.1,814.0,55.2,5.0,3.25,9,4111.111111111111
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,1,0,1,20.51,998.0,67.04,5.0,3.1,9,1933.3333333333333
395,Maruti Ritz LDi,Coimbatore,2011,90207,0,0,1,21.1,1248.0,73.9,5.0,3.91,12,7517.25
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,0,1,1,16.07,1995.0,88.8,5.0,11.0,12,7468.0
397,Tata Xenon XT EX 4X2,Pune,2014,85000,0,0,1,13.49,2179.0,138.03,5.0,3.5,9,9444.444444444445
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,0,1,1,20.38,1968.0,88.8,5.0,16.5,9,8807.888888888889
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,0,1,1,12.7,2179.0,187.7,5.0,30.0,11,5090.909090909091
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,0,1,2,12.0,2987.0,88.8,7.0,28.0,13,6538.538461538462
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,0,1,1,13.5,2477.0,175.56,7.0,28.0,5,2400.0
402,Maruti Alto LX,Jaipur,2010,125000,1,0,1,19.7,796.0,46.3,5.0,0.92,13,9615.384615384615
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,1,0,1,14.0,1061.0,88.8,5.0,2.75,10,5300.0
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,0,1,1,12.7,2179.0,187.7,5.0,53.83,6,5831.666666666667
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,1,0,2,17.01,1591.0,121.3,5.0,4.95,12,4147.333333333333
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,0,1,1,16.73,2993.0,88.8,5.0,33.5,10,5600.0
407,Jaguar XF Diesel,Bangalore,2013,75000,0,1,1,14.74,2993.0,270.9,5.0,27.95,10,7500.0
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,1,1,1,13.7,1798.0,157.75,5.0,7.25,13,4384.615384615385
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,0,1,1,15.73,1968.0,174.33,5.0,25.71,6,6257.0
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,0,1,1,12.7,2179.0,187.7,5.0,29.67,9,10627.666666666666
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,0,1,1,14.84,2143.0,88.8,5.0,19.0,10,3529.9
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,0,0,1,15.4,2179.0,88.8,7.0,13.05,6,4744.0
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,0,1,1,21.76,1995.0,88.8,5.0,25.5,8,5125.0
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,1,0,1,15.4,1497.0,117.3,7.0,8.5,6,1500.0
415,Volvo S80 2006-2013 D5,Chennai,2010,92098,0,1,2,16.0,2400.0,88.8,5.0,7.25,13,7084.461538461538
416,Hyundai Accent GLE,Pune,2005,5834,1,0,1,13.2,1495.0,88.8,5.0,0.8,18,324.1111111111111
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,1,0,1,17.19,1197.0,81.86,5.0,6.9,6,6708.333333333333
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,1,1,1,11.5,2996.0,88.8,5.0,70.99,5,4479.4
419,Hyundai EON Magna Plus,Kolkata,2015,20800,1,0,2,21.1,814.0,55.2,5.0,2.25,8,2600.0
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,1,0,1,18.9,1197.0,81.86,5.0,5.5,5,8064.4
421,Honda City 1.5 EXI S,Mumbai,2013,52576,1,0,1,13.0,1493.0,88.8,5.0,4.35,10,5257.6
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,1,0,1,16.47,1198.0,73.9,5.0,2.25,13,4230.7692307692305
423,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,1,1,1,15.26,1798.0,187.74,5.0,24.5,7,6714.285714285715
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,1,0,1,15.29,1591.0,121.3,5.0,12.03,6,3860.5
